,date,true_confirm,predict_confirm
722,20220127,3717,2483.477294921875
723,20220128,3727,2489.0048828125
724,20220129,3737,2494.10791015625
725,20220130,3747,2499.44189453125
726,20220131,3765,2505.01513671875
727,20220201,3783,2510.083740234375
728,20220202,3792,2514.647705078125
729,20220203,3799,2519.168212890625
730,20220204,3806,2523.73828125
731,20220205,3818,2528.597900390625
732,20220206,3826,2533.24169921875
733,20220207,3841,2537.79638671875
734,20220208,3850,2541.83642578125
735,20220209,3858,2545.9111328125
736,20220210,3870,2550.2841796875
737,20220211,3877,2554.65185546875
738,20220212,3886,2559.529052734375
739,20220213,3894,2565.392822265625
740,20220214,3900,2572.612548828125
741,20220215,3913,2581.48095703125
742,20220216,3922,2592.350341796875
743,20220217,3935,2605.369140625
744,20220218,3953,2620.098876953125
745,20220219,3976,2637.600830078125
746,20220220,4003,2657.659423828125
747,20220221,4035,2678.177490234375
748,20220222,4084,2699.00830078125
749,20220223,4108,2719.551513671875
750,20220224,4167,2739.575927734375
751,20220225,4222,2758.021728515625
752,20220226,4265,2777.85400390625
753,20220227,4310,2797.079833984375
754,20220228,4351,2812.857177734375
755,20220301,4388,2828.9248046875
756,20220302,4388,2846.08740234375
757,20220303,4475,2865.3916015625
758,20220304,4502,2881.52099609375
759,20220305,4527,2898.548583984375
760,20220306,4562,2914.619140625
761,20220307,4602,2930.305419921875
762,20220308,4631,2947.00244140625
763,20220309,4677,2963.112548828125
764,20220310,4720,2975.83447265625
765,20220311,4747,2989.2744140625
766,20220312,4761,3005.405029296875
767,20220313,4818,3021.2880859375
768,20220314,4839,3033.739013671875
769,20220315,4854,3048.660888671875
770,20220316,4877,3065.174560546875
771,20220317,4944,3079.85498046875
772,20220318,4964,3091.349853515625
773,20220319,4986,3104.011474609375
774,20220320,5027,3118.75048828125
775,20220321,5066,3136.83154296875
776,20220322,5080,3159.11767578125
777,20220323,5094,3195.31298828125
778,20220324,5135,3259.479736328125
779,20220325,5135,3348.882568359375
780,20220326,5235,3454.581298828125
781,20220327,5295,3556.898193359375
782,20220328,5402,3684.041259765625
783,20220329,5731,3859.076171875
784,20220330,6089,4035.865478515625
785,20220331,6454,4185.65966796875
786,20220401,6716,4356.77685546875
787,20220402,6716,4594.001953125
788,20220403,7593,4906.81298828125
789,20220404,7864,5212.6748046875
790,20220405,8179,5554.33984375
791,20220406,8508,5951.33056640625
792,20220407,9336,6466.677734375
793,20220408,10353,7143.9521484375
794,20220409,11368,7988.31298828125
795,20220410,12285,8951.26171875
796,20220411,13283,9988.36328125
797,20220412,14473,11103.2958984375
798,20220413,17046,12309.6259765625
799,20220414,20246,13509.2587890625
800,20220415,23840,14606.462890625
801,20220416,27080,15595.2392578125
802,20220417,29500,16494.798828125
803,20220418,32584,17350.2109375
804,20220419,35079,18116.197265625
805,20220420,37714,18828.7890625
806,20220421,39645,19455.6484375
807,20220422,42381,20148.07421875
808,20220423,43782,20869.25390625
809,20220424,46254,21537.48046875
810,20220425,47915,22027.365234375
811,20220426,49521,22497.033203125
812,20220427,50813,22976.21875
813,20220428,56302,23341.30078125
814,20220429,57552,23487.57421875
815,20220430,58341,23596.4140625
816,20220501,59070,23682.185546875
817,20220502,59344,23755.736328125
818,20220503,59607,23822.2109375
819,20220504,59870,23885.73828125
820,20220505,59870,23951.9921875
821,20220506,60368,24020.458984375
